contact_id,account_id,first_name,last_name,title,seniority,role_flag,email,email_domain,last_activity_at
CON-KQO6VPXN,ACC-X6HXYR6C,Ava,Lewis,VP Security,VP,Decision_Maker,ava.lewis@hyperion-analytics-3.com,hyperion-analytics-3.com,2023-06-16T08:15:44.131511
CON-HVTYR9M9,ACC-X6HXYR6C,Sophia,Wilson,VP IT,VP,Decision_Maker,sophia.wilson@hyperion-analytics-3.com,hyperion-analytics-3.com,2024-05-25T07:23:55.131511
CON-6EB7EPWD,ACC-N49ZBXTN,Kai,Hall,CIO,C-Level,Decision_Maker,kai.hall@crescent-foods.com,crescent-foods.com,2025-06-11T19:12:10.131511
CON-3S4YIZYU,ACC-N49ZBXTN,Ava,Singh,VP Security,VP,Decision_Maker,ava.singh@crescent-foods.com,crescent-foods.com,2023-08-13T12:57:23.131511
CON-HVC50MBJ,ACC-N49ZBXTN,Riley,Harris,Sales Ops Manager,Manager,User,riley.harris@crescent-foods.com,crescent-foods.com,2024-05-05T13:50:05.131511
CON-D64KV30J,ACC-N49ZBXTN,Noah,White,GRC Manager,Manager,Decision_Influencer,noah.white@crescent-foods.com,crescent-foods.com,2023-05-15T05:31:55.131511
CON-OPU5FUVU,ACC-D3SNF1MA,Kenji,Kim,Security Engineer,IC,Decision_Influencer,kenji.kim@greenleaf-studios.com,greenleaf-studios.com,2023-03-20T02:34:20.131511
CON-4YV94HLD,ACC-D3SNF1MA,Noah,Martin,Security Engineer,IC,Decision_Influencer,noah.martin@greenleaf-studios.com,greenleaf-studios.com,2023-10-11T01:26:27.131511
CON-VWTIR90D,ACC-D3SNF1MA,Taylor,Nguyen,VP IT,VP,Decision_Maker,taylor.nguyen@greenleaf-studios.com,greenleaf-studios.com,2024-12-25T04:10:18.131511
CON-PGNH84KP,ACC-D3SNF1MA,Taylor,Lee,CISO,C-Level,Decision_Maker,taylor.lee@greenleaf-studios.com,greenleaf-studios.com,2024-10-18T12:45:21.131511
CON-P4Y0SBM9,ACC-5Q5A09SH,Rowan,Wilson,CISO,C-Level,Decision_Maker,rowan.wilson@quantum-retail-1.com,quantum-retail-1.com,2025-02-10T20:13:55.131511
CON-PIRZTLKQ,ACC-5Q5A09SH,Isla,Lewis,VP Security,VP,Decision_Maker,isla.lewis@quantum-retail-1.com,quantum-retail-1.com,2025-08-23T05:44:13.131511
CON-EQ8GWZS1,ACC-5Q5A09SH,Harper,Taylor,Security Architect,Director,Decision_Influencer,harper.taylor@quantum-retail-1.com,quantum-retail-1.com,2024-08-05T10:48:45.131511
CON-8IKN7JSB,ACC-5Q5A09SH,Rowan,Garcia,VP Security,VP,Decision_Maker,rowan.garcia@quantum-retail-1.com,quantum-retail-1.com,2023-12-17T17:14:35.131511
CON-WG7X9JWP,ACC-VDRNZDU8,Taylor,Lewis,Risk Analyst,IC,Decision_Influencer,taylor.lewis@summit-studios-3.com,summit-studios-3.com,2024-04-14T01:28:39.131511
CON-UE3GFJ6E,ACC-VDRNZDU8,Leo,Anderson,IT Manager,Manager,Decision_Influencer,leo.anderson@summit-studios-3.com,summit-studios-3.com,2025-09-30T14:34:33.131511
CON-I2O6L2WZ,ACC-VDRNZDU8,Kai,Martinez,IT Manager,Manager,Decision_Influencer,kai.martinez@summit-studios-3.com,summit-studios-3.com,2024-11-03T22:17:43.131511
CON-QPIN67K2,ACC-VDRNZDU8,Harper,Anderson,Sales Ops Manager,Manager,User,harper.anderson@summit-studios-3.com,summit-studios-3.com,2024-01-05T02:33:35.131511
CON-QLDQKFOY,ACC-M2QSBP2P,Quinn,Thompson,Data Analyst,IC,User,quinn.thompson@zenith-consulting-1.com,zenith-consulting-1.com,2022-12-07T07:21:31.131511
CON-OVBO172G,ACC-M2QSBP2P,Luca,Martin,VP IT,VP,Decision_Maker,luca.martin@zenith-consulting-1.com,zenith-consulting-1.com,2022-12-25T13:45:11.131511
CON-2IQE7BNY,ACC-M2QSBP2P,Jamie,Nguyen,Head of Security,Director,Decision_Maker,jamie.nguyen@zenith-consulting-1.com,zenith-consulting-1.com,2024-04-21T19:22:54.131511
CON-TP8DLPMZ,ACC-M2QSBP2P,Alex,Wright,Data Analyst,IC,User,alex.wright@zenith-consulting-1.com,zenith-consulting-1.com,2024-03-09T18:26:40.131511
CON-WOA2N5YW,ACC-C5IDC20P,Omar,Wright,Risk Analyst,IC,Decision_Influencer,omar.wright@redwood-ventures-1.com,redwood-ventures-1.com,2023-01-03T08:08:03.131511
CON-O0QE7T44,ACC-C5IDC20P,Yara,Jackson,VP Security,VP,Decision_Maker,yara.jackson@redwood-ventures-1.com,redwood-ventures-1.com,2023-03-28T19:05:25.131511
CON-XTQXY05M,ACC-C5IDC20P,Sam,Patel,Data Analyst,IC,User,sam.patel@redwood-ventures-1.com,redwood-ventures-1.com,2024-06-15T16:38:40.131511
CON-QAQFOHK4,ACC-C5IDC20P,Harper,Lewis,Risk Analyst,IC,Decision_Influencer,harper.lewis@redwood-ventures-1.com,redwood-ventures-1.com,2023-03-31T23:40:10.131511
CON-H4Y2TSOU,ACC-3RU4JO4W,Emma,Taylor,Risk Analyst,IC,Decision_Influencer,emma.taylor@hyperion-hotels-2.com,hyperion-hotels-2.com,2023-12-27T18:10:08.131511
CON-4SHMSR7Y,ACC-3RU4JO4W,Quinn,Lopez,Security Architect,Director,Decision_Influencer,quinn.lopez@hyperion-hotels-2.com,hyperion-hotels-2.com,2023-05-31T18:02:06.131511
CON-154Q65LR,ACC-3RU4JO4W,Priya,Harris,CIO,C-Level,Decision_Maker,priya.harris@hyperion-hotels-2.com,hyperion-hotels-2.com,2024-07-06T11:59:16.131511
CON-9DUSI4EK,ACC-3RU4JO4W,Kenji,Miller,Systems Admin,IC,User,kenji.miller@hyperion-hotels-2.com,hyperion-hotels-2.com,2025-02-04T19:23:18.131511
CON-DZGA8YEL,ACC-X3VEKT8O,Diego,Anderson,Data Analyst,IC,User,diego.anderson@clearview-motors-1.com,clearview-motors-1.com,2022-11-01T20:51:42.131511
CON-7PR8DWAR,ACC-X3VEKT8O,Noah,Davis,VP IT,VP,Decision_Maker,noah.davis@clearview-motors-1.com,clearview-motors-1.com,2022-11-23T14:43:35.131511
CON-SFWVE0MJ,ACC-X3VEKT8O,Arjun,Davis,Security Engineer,IC,Decision_Influencer,arjun.davis@clearview-motors-1.com,clearview-motors-1.com,2024-06-30T00:26:02.131511
CON-XFVF1SDA,ACC-X3VEKT8O,Morgan,Kim,Sales Ops Manager,Manager,User,morgan.kim@clearview-motors-1.com,clearview-motors-1.com,2023-01-02T17:10:10.131511
CON-XIHQXCYC,ACC-NBDR23WH,Cameron,Wong,Systems Admin,IC,User,cameron.wong@clearview-studios.com,clearview-studios.com,2023-11-30T07:03:01.131511
CON-FUC2MZMK,ACC-NBDR23WH,Jamie,White,Risk Analyst,IC,Decision_Influencer,jamie.white@clearview-studios.com,clearview-studios.com,2024-02-21T14:57:07.131511
CON-YVPEHJU2,ACC-NBDR23WH,Casey,Kim,Head of Security,Director,Decision_Maker,casey.kim@clearview-studios.com,clearview-studios.com,2024-10-15T02:31:45.131511
CON-JJYG396S,ACC-NBDR23WH,Sam,Williams,Risk Analyst,IC,Decision_Influencer,sam.williams@clearview-studios.com,clearview-studios.com,2023-11-24T08:13:39.131511
CON-JXM1DJN9,ACC-W5YJ6J1G,Jamie,Harris,GRC Manager,Manager,Decision_Influencer,jamie.harris@greenleaf-partners-1.com,greenleaf-partners-1.com,2025-06-23T23:09:23.131511
CON-NL6W7OLX,ACC-W5YJ6J1G,Kenji,Lewis,Security Architect,Director,Decision_Influencer,kenji.lewis@greenleaf-partners-1.com,greenleaf-partners-1.com,2022-12-24T18:12:15.131511
CON-G6UKMFL0,ACC-W5YJ6J1G,Emma,Hernandez,Sales Ops Manager,Manager,User,emma.hernandez@greenleaf-partners-1.com,greenleaf-partners-1.com,2023-10-20T01:43:56.131511
CON-PEW1SU8H,ACC-W5YJ6J1G,Ava,Young,CIO,C-Level,Decision_Maker,ava.young@greenleaf-partners-1.com,greenleaf-partners-1.com,2025-07-07T16:37:46.131511
CON-BN9HUNMX,ACC-3UBZ6C0A,Luca,Jones,Systems Admin,IC,User,luca.jones@orion-insurance.com,orion-insurance.com,2024-04-13T18:02:13.131511
CON-4UH5I4QF,ACC-3UBZ6C0A,Kenji,Jackson,Sales Ops Manager,Manager,User,kenji.jackson@orion-insurance.com,orion-insurance.com,2022-12-02T22:21:22.131511
CON-G9DM7A6A,ACC-3UBZ6C0A,Leo,Martin,CIO,C-Level,Decision_Maker,leo.martin@orion-insurance.com,orion-insurance.com,2023-01-28T17:56:24.131511
CON-IJ6SWMVT,ACC-3UBZ6C0A,Noah,Garcia,CIO,C-Level,Decision_Maker,noah.garcia@orion-insurance.com,orion-insurance.com,2025-09-01T18:09:04.131511
CON-5O80L1UH,ACC-Z0IPRFQQ,Ethan,Thompson,Security Engineer,IC,Decision_Influencer,ethan.thompson@truenorth-capital-1.com,truenorth-capital-1.com,2025-01-07T10:07:42.131511
CON-668CSN48,ACC-Z0IPRFQQ,Casey,Rodriguez,IT Manager,Manager,Decision_Influencer,casey.rodriguez@truenorth-capital-1.com,truenorth-capital-1.com,2024-02-10T12:57:27.131511
CON-0ZUKLHFZ,ACC-Z0IPRFQQ,Ava,Singh,Security Engineer,IC,Decision_Influencer,ava.singh@truenorth-capital-1.com,truenorth-capital-1.com,2023-03-12T09:43:55.131511
CON-G5AR2RDB,ACC-Z0IPRFQQ,Nina,Jones,VP IT,VP,Decision_Maker,nina.jones@truenorth-capital-1.com,truenorth-capital-1.com,2023-12-03T21:47:38.131511
CON-CMDIHIDE,ACC-1GAR5D8R,Drew,Khan,CIO,C-Level,Decision_Maker,drew.khan@lighthouse-hotels-1.com,lighthouse-hotels-1.com,2023-10-02T21:18:51.131511
CON-VVF70HCS,ACC-1GAR5D8R,Maya,Wright,IT Manager,Manager,Decision_Influencer,maya.wright@lighthouse-hotels-1.com,lighthouse-hotels-1.com,2025-10-07T22:04:49.131511
CON-JSK35SGH,ACC-1GAR5D8R,Isla,Lee,Sales Ops Manager,Manager,User,isla.lee@lighthouse-hotels-1.com,lighthouse-hotels-1.com,2024-08-12T01:44:33.131511
CON-Z3SWV7E3,ACC-1GAR5D8R,Ethan,Jones,Systems Admin,IC,User,ethan.jones@lighthouse-hotels-1.com,lighthouse-hotels-1.com,2025-09-09T13:57:17.131511
CON-MG8IHRNY,ACC-TQD6117W,Priya,Young,Security Engineer,IC,Decision_Influencer,priya.young@greenleaf-ai-1.com,greenleaf-ai-1.com,2024-06-17T07:31:36.131511
CON-X6EZC98J,ACC-TQD6117W,Kai,Moore,Head of Security,Director,Decision_Maker,kai.moore@greenleaf-ai-1.com,greenleaf-ai-1.com,2023-01-15T01:36:09.131511
CON-GB6AB5MK,ACC-TQD6117W,Drew,Jackson,Head of Security,Director,Decision_Maker,drew.jackson@greenleaf-ai-1.com,greenleaf-ai-1.com,2024-01-17T07:59:26.131511
CON-ZUABSM97,ACC-TQD6117W,Olivia,Lopez,VP IT,VP,Decision_Maker,olivia.lopez@greenleaf-ai-1.com,greenleaf-ai-1.com,2024-02-26T21:58:30.131511
CON-QKVNRE7N,ACC-CHSM3KMO,Yara,Miller,Data Analyst,IC,User,yara.miller@crescent-hotels.com,crescent-hotels.com,2024-11-03T21:08:08.131511
CON-LKQEAOHX,ACC-CHSM3KMO,Diego,White,Systems Admin,IC,User,diego.white@crescent-hotels.com,crescent-hotels.com,2023-09-22T18:29:31.131511
CON-58N2HWBB,ACC-CHSM3KMO,Sam,Wilson,Head of Security,Director,Decision_Maker,sam.wilson@crescent-hotels.com,crescent-hotels.com,2023-11-16T12:21:12.131511
CON-WA8AJEHC,ACC-CHSM3KMO,Kenji,King,Data Analyst,IC,User,kenji.king@crescent-hotels.com,crescent-hotels.com,2025-10-20T03:44:17.131511
CON-A7WULVBJ,ACC-5XELP38N,Arjun,Thomas,CIO,C-Level,Decision_Maker,arjun.thomas@sapphire-consulting.com,sapphire-consulting.com,2025-02-23T15:58:10.131511
CON-38OHSO6T,ACC-5XELP38N,Anika,Jones,Risk Analyst,IC,Decision_Influencer,anika.jones@sapphire-consulting.com,sapphire-consulting.com,2023-04-15T06:01:18.131511
CON-MVAWW1XY,ACC-5XELP38N,Priya,Brown,Security Engineer,IC,Decision_Influencer,priya.brown@sapphire-consulting.com,sapphire-consulting.com,2023-06-16T10:18:51.131511
CON-B0845ARX,ACC-5XELP38N,Jack,Moore,CISO,C-Level,Decision_Maker,jack.moore@sapphire-consulting.com,sapphire-consulting.com,2025-03-09T18:30:49.131511
CON-NX4FMHQ9,ACC-GHA0PODZ,Kai,Wilson,Risk Analyst,IC,Decision_Influencer,kai.wilson@maple-telecom-2.com,maple-telecom-2.com,2025-04-10T20:07:49.131511
CON-OKTTZMEV,ACC-GHA0PODZ,Jamie,Young,Security Architect,Director,Decision_Influencer,jamie.young@maple-telecom-2.com,maple-telecom-2.com,2024-01-09T06:32:51.131511
CON-8QA2ERFB,ACC-GHA0PODZ,Jack,Young,GRC Manager,Manager,Decision_Influencer,jack.young@maple-telecom-2.com,maple-telecom-2.com,2025-08-07T04:32:16.131511
CON-LOV6RJRO,ACC-GHA0PODZ,Quinn,Khan,Sales Ops Manager,Manager,User,quinn.khan@maple-telecom-2.com,maple-telecom-2.com,2023-10-20T01:12:21.131511
CON-CRN7OD7A,ACC-MHY6RMRO,Alex,Lewis,Head of Security,Director,Decision_Maker,alex.lewis@sapphire-bank-2.com,sapphire-bank-2.com,2025-08-16T21:07:02.131511
CON-0XQZO1LN,ACC-MHY6RMRO,Jack,Singh,Data Analyst,IC,User,jack.singh@sapphire-bank-2.com,sapphire-bank-2.com,2024-08-28T10:33:43.131511
CON-LAE84O8S,ACC-MHY6RMRO,Rowan,Jones,Data Analyst,IC,User,rowan.jones@sapphire-bank-2.com,sapphire-bank-2.com,2024-03-10T13:30:36.131511
CON-SGFPMJTY,ACC-MHY6RMRO,Olivia,Walker,Sales Ops Manager,Manager,User,olivia.walker@sapphire-bank-2.com,sapphire-bank-2.com,2023-01-26T10:19:54.131511
CON-0N2LI6O2,ACC-ZVWWJNDB,Alex,Garcia,IT Manager,Manager,Decision_Influencer,alex.garcia@greenleaf-mining.com,greenleaf-mining.com,2023-09-26T07:25:05.131511
CON-XA0XP52R,ACC-ZVWWJNDB,Casey,Taylor,Sales Ops Manager,Manager,User,casey.taylor@greenleaf-mining.com,greenleaf-mining.com,2023-09-20T21:27:03.131511
CON-F2O14V8D,ACC-ZVWWJNDB,Taylor,Singh,Data Analyst,IC,User,taylor.singh@greenleaf-mining.com,greenleaf-mining.com,2023-05-31T15:02:07.131511
CON-CRZBD2KO,ACC-ZVWWJNDB,Casey,Taylor,Security Architect,Director,Decision_Influencer,casey.taylor@greenleaf-mining.com,greenleaf-mining.com,2023-09-26T01:28:17.131511
CON-5VKIUFPG,ACC-7S6YKLAL,Taylor,Walker,VP Security,VP,Decision_Maker,taylor.walker@horizon-partners-3.com,horizon-partners-3.com,2023-02-24T17:00:38.131511
CON-GF5UQHW1,ACC-7S6YKLAL,Luca,Taylor,Risk Analyst,IC,Decision_Influencer,luca.taylor@horizon-partners-3.com,horizon-partners-3.com,2023-10-02T06:30:53.131511
CON-MLK2CH9W,ACC-7S6YKLAL,Quinn,Nguyen,Sales Ops Manager,Manager,User,quinn.nguyen@horizon-partners-3.com,horizon-partners-3.com,2025-08-02T02:15:09.131511
CON-UMFYP645,ACC-7S6YKLAL,Min,Young,CIO,C-Level,Decision_Maker,min.young@horizon-partners-3.com,horizon-partners-3.com,2025-05-20T01:55:52.131511
CON-T0E1BR0U,ACC-8UF5V24N,Ava,Clark,CIO,C-Level,Decision_Maker,ava.clark@clearview-retail.com,clearview-retail.com,2024-04-07T18:22:21.131511
CON-7NC2EQY6,ACC-8UF5V24N,Priya,Young,GRC Manager,Manager,Decision_Influencer,priya.young@clearview-retail.com,clearview-retail.com,2024-03-12T08:25:11.131511
CON-S6K7YELJ,ACC-8UF5V24N,Casey,Anderson,VP IT,VP,Decision_Maker,casey.anderson@clearview-retail.com,clearview-retail.com,2023-09-11T05:36:50.131511
CON-F0HA7QMF,ACC-8UF5V24N,Luca,Hall,Data Analyst,IC,User,luca.hall@clearview-retail.com,clearview-retail.com,2025-04-15T04:37:46.131511
CON-26NC7A3A,ACC-5PACHWY0,Priya,King,Sales Ops Manager,Manager,User,priya.king@summit-analytics.com,summit-analytics.com,2023-06-04T06:24:13.131511
CON-SEGLK6L4,ACC-5PACHWY0,Kai,Williams,Head of Security,Director,Decision_Maker,kai.williams@summit-analytics.com,summit-analytics.com,2024-08-15T17:25:31.131511
CON-5B2YOK7O,ACC-5PACHWY0,Sam,Lopez,CIO,C-Level,Decision_Maker,sam.lopez@summit-analytics.com,summit-analytics.com,2023-02-05T22:14:32.131511
CON-8W3CK56W,ACC-5PACHWY0,Leo,Hall,Systems Admin,IC,User,leo.hall@summit-analytics.com,summit-analytics.com,2025-05-05T19:36:18.131511
CON-BG7JLKCF,ACC-YA1ITOIK,Casey,Martin,CISO,C-Level,Decision_Maker,casey.martin@greenleaf-telecom.com,greenleaf-telecom.com,2025-09-11T16:37:45.131511
CON-M9BZMZ8M,ACC-YA1ITOIK,Jamie,Walker,VP IT,VP,Decision_Maker,jamie.walker@greenleaf-telecom.com,greenleaf-telecom.com,2023-05-06T19:06:24.131511
CON-2YV765L2,ACC-YA1ITOIK,Maya,Wong,Security Architect,Director,Decision_Influencer,maya.wong@greenleaf-telecom.com,greenleaf-telecom.com,2023-08-27T20:59:03.131511
CON-TS89DLKV,ACC-YA1ITOIK,Morgan,Hall,Security Architect,Director,Decision_Influencer,morgan.hall@greenleaf-telecom.com,greenleaf-telecom.com,2025-07-07T17:05:44.131511
CON-9AU67PB6,ACC-8DJFLI4U,Diego,White,Risk Analyst,IC,Decision_Influencer,diego.white@blueriver-insurance-1.com,blueriver-insurance-1.com,2023-07-18T08:23:09.131511
CON-N21NWITV,ACC-8DJFLI4U,Ava,Khan,Risk Analyst,IC,Decision_Influencer,ava.khan@blueriver-insurance-1.com,blueriver-insurance-1.com,2024-02-18T21:59:37.131511
CON-1N5P1JLY,ACC-8DJFLI4U,Mia,Williams,IT Manager,Manager,Decision_Influencer,mia.williams@blueriver-insurance-1.com,blueriver-insurance-1.com,2024-05-04T11:55:40.131511
CON-W1LHW2L6,ACC-8DJFLI4U,Jordan,Khan,Sales Ops Manager,Manager,User,jordan.khan@blueriver-insurance-1.com,blueriver-insurance-1.com,2025-10-12T18:20:12.131511
CON-99NSVNJC,ACC-XFMKJKCH,Alex,Wilson,GRC Manager,Manager,Decision_Influencer,alex.wilson@oakridge-mining.com,oakridge-mining.com,2024-03-21T07:49:48.131511
CON-T40S3UCV,ACC-XFMKJKCH,Jamie,Wong,VP Security,VP,Decision_Maker,jamie.wong@oakridge-mining.com,oakridge-mining.com,2023-01-21T08:26:57.131511
CON-POY507AW,ACC-XFMKJKCH,Mateo,Martinez,GRC Manager,Manager,Decision_Influencer,mateo.martinez@oakridge-mining.com,oakridge-mining.com,2024-11-22T05:37:26.131511
CON-FK9ISFZL,ACC-XFMKJKCH,Leo,Garcia,Systems Admin,IC,User,leo.garcia@oakridge-mining.com,oakridge-mining.com,2025-02-03T01:23:47.131511
CON-G2ARCB16,ACC-G8WSVAD6,Leo,Thompson,Security Architect,Director,Decision_Influencer,leo.thompson@quantum-retail-2.com,quantum-retail-2.com,2025-09-18T04:28:55.131511
CON-ZKS260DK,ACC-G8WSVAD6,Alex,Jackson,Security Engineer,IC,Decision_Influencer,alex.jackson@quantum-retail-2.com,quantum-retail-2.com,2023-03-18T12:08:56.131511
CON-XYI43D3J,ACC-G8WSVAD6,Kai,Lewis,CIO,C-Level,Decision_Maker,kai.lewis@quantum-retail-2.com,quantum-retail-2.com,2023-08-16T09:29:05.131511
CON-QCXOPINK,ACC-G8WSVAD6,Priya,Lopez,Director of IT,Director,Decision_Maker,priya.lopez@quantum-retail-2.com,quantum-retail-2.com,2023-03-20T05:17:09.131511
CON-B6BP4IWJ,ACC-XZD227SC,Harper,Martinez,Security Engineer,IC,Decision_Influencer,harper.martinez@sequoia-motors-1.com,sequoia-motors-1.com,2024-10-08T16:10:14.131511
CON-WZ6L2MYM,ACC-XZD227SC,Isla,Davis,Sales Ops Manager,Manager,User,isla.davis@sequoia-motors-1.com,sequoia-motors-1.com,2024-02-21T13:14:12.131511
CON-UL2B4ETV,ACC-XZD227SC,Maya,Harris,Data Analyst,IC,User,maya.harris@sequoia-motors-1.com,sequoia-motors-1.com,2024-08-14T05:34:00.131511
CON-VXSB0RJO,ACC-XZD227SC,Drew,Singh,Data Analyst,IC,User,drew.singh@sequoia-motors-1.com,sequoia-motors-1.com,2025-02-04T13:37:37.131511
CON-YFO8ZKQV,ACC-IF5T6ZP2,Alex,Martin,Data Analyst,IC,User,alex.martin@aurora-industries.com,aurora-industries.com,2024-01-02T08:15:24.131511
CON-1JN04A7U,ACC-IF5T6ZP2,Anika,Williams,CISO,C-Level,Decision_Maker,anika.williams@aurora-industries.com,aurora-industries.com,2022-11-09T00:15:04.131511
CON-CH7IXKOP,ACC-IF5T6ZP2,Mia,Rodriguez,Sales Ops Manager,Manager,User,mia.rodriguez@aurora-industries.com,aurora-industries.com,2023-11-09T16:28:42.131511
CON-N8N79BHF,ACC-IF5T6ZP2,Avery,Lopez,Sales Ops Manager,Manager,User,avery.lopez@aurora-industries.com,aurora-industries.com,2024-04-30T10:48:13.131511
CON-CDLAG89N,ACC-92T9X0HE,Sophia,Patel,Head of Security,Director,Decision_Maker,sophia.patel@everest-logistics-1.com,everest-logistics-1.com,2024-07-05T07:05:33.131511
CON-Q22J1S4V,ACC-92T9X0HE,Anika,Williams,CIO,C-Level,Decision_Maker,anika.williams@everest-logistics-1.com,everest-logistics-1.com,2024-10-17T04:15:40.131511
CON-YMTSLBU7,ACC-92T9X0HE,Drew,White,GRC Manager,Manager,Decision_Influencer,drew.white@everest-logistics-1.com,everest-logistics-1.com,2025-09-16T16:55:27.131511
CON-DJQCED8L,ACC-92T9X0HE,Taylor,Hernandez,Data Analyst,IC,User,taylor.hernandez@everest-logistics-1.com,everest-logistics-1.com,2023-09-29T11:27:13.131511
CON-BNDM2VRW,ACC-TWZ9KF91,Diego,Jones,Data Analyst,IC,User,diego.jones@summit-energy-2.com,summit-energy-2.com,2023-04-04T10:29:05.131511
CON-JIMR4U6S,ACC-TWZ9KF91,Anika,Chen,Director of IT,Director,Decision_Maker,anika.chen@summit-energy-2.com,summit-energy-2.com,2024-09-29T06:31:26.131511
CON-AIUR4I2B,ACC-TWZ9KF91,Jack,Patel,Data Analyst,IC,User,jack.patel@summit-energy-2.com,summit-energy-2.com,2023-06-02T12:17:43.131511
CON-DI16041J,ACC-TWZ9KF91,Mateo,Miller,Data Analyst,IC,User,mateo.miller@summit-energy-2.com,summit-energy-2.com,2025-10-15T19:44:49.131511
CON-ENA0L25T,ACC-9ZUJZEF0,Liam,Wong,Systems Admin,IC,User,liam.wong@horizon-labs-3.com,horizon-labs-3.com,2025-09-20T00:22:33.131511
CON-070C3O1V,ACC-9ZUJZEF0,Arjun,Patel,Risk Analyst,IC,Decision_Influencer,arjun.patel@horizon-labs-3.com,horizon-labs-3.com,2023-01-16T00:59:49.131511
CON-XXDN8UPA,ACC-9ZUJZEF0,Avery,Martinez,Security Architect,Director,Decision_Influencer,avery.martinez@horizon-labs-3.com,horizon-labs-3.com,2025-06-13T14:38:52.131511
CON-6LG5QVC7,ACC-9ZUJZEF0,Casey,Clark,Head of Security,Director,Decision_Maker,casey.clark@horizon-labs-3.com,horizon-labs-3.com,2023-10-27T12:11:15.131511
CON-6EXSK222,ACC-9JY8ZDOS,Olivia,Moore,Director of IT,Director,Decision_Maker,olivia.moore@vertex-foods-4.com,vertex-foods-4.com,2025-07-15T18:18:19.131511
CON-9W2R8MRA,ACC-9JY8ZDOS,Drew,Martinez,CISO,C-Level,Decision_Maker,drew.martinez@vertex-foods-4.com,vertex-foods-4.com,2024-07-27T11:38:20.131511
CON-SD7I67XA,ACC-9JY8ZDOS,Liam,Hall,Sales Ops Manager,Manager,User,liam.hall@vertex-foods-4.com,vertex-foods-4.com,2025-09-06T01:11:13.131511
CON-YLW27RDJ,ACC-9JY8ZDOS,Quinn,Chen,VP IT,VP,Decision_Maker,quinn.chen@vertex-foods-4.com,vertex-foods-4.com,2025-08-05T22:57:52.131511
CON-NLOLYFC7,ACC-9TVU7IHU,Anika,Miller,Data Analyst,IC,User,anika.miller@truenorth-energy-2.com,truenorth-energy-2.com,2023-06-24T15:06:19.131511
CON-ICC6DG9I,ACC-9TVU7IHU,Jordan,Khan,Sales Ops Manager,Manager,User,jordan.khan@truenorth-energy-2.com,truenorth-energy-2.com,2025-04-28T01:19:59.131511
CON-MXAK3QUB,ACC-9TVU7IHU,Cameron,Moore,Sales Ops Manager,Manager,User,cameron.moore@truenorth-energy-2.com,truenorth-energy-2.com,2024-08-25T11:00:50.131511
CON-B3IKMAKO,ACC-9TVU7IHU,Cameron,Harris,Security Architect,Director,Decision_Influencer,cameron.harris@truenorth-energy-2.com,truenorth-energy-2.com,2024-06-11T00:56:10.131511
CON-AP3996LH,ACC-KP515N1C,Sophia,Jackson,CIO,C-Level,Decision_Maker,sophia.jackson@onyx-bank.com,onyx-bank.com,2025-03-06T13:50:24.131511
CON-HGITKHPS,ACC-KP515N1C,Mia,Brown,VP Security,VP,Decision_Maker,mia.brown@onyx-bank.com,onyx-bank.com,2024-12-19T14:25:12.131511
CON-KFW4K19A,ACC-KP515N1C,Jack,Moore,Sales Ops Manager,Manager,User,jack.moore@onyx-bank.com,onyx-bank.com,2024-06-22T18:09:14.131511
CON-C4WGKPR0,ACC-KP515N1C,Mia,White,Director of IT,Director,Decision_Maker,mia.white@onyx-bank.com,onyx-bank.com,2023-06-29T04:18:23.131511
CON-WEIBPTBW,ACC-PLN5Q99W,Anika,Walker,Security Architect,Director,Decision_Influencer,anika.walker@ironclad-holdings-1.com,ironclad-holdings-1.com,2024-05-18T10:09:26.131511
CON-RYS08QM9,ACC-PLN5Q99W,Maya,Jackson,Head of Security,Director,Decision_Maker,maya.jackson@ironclad-holdings-1.com,ironclad-holdings-1.com,2025-02-15T17:45:16.131511
CON-VO5VF460,ACC-PLN5Q99W,Anika,Khan,IT Manager,Manager,Decision_Influencer,anika.khan@ironclad-holdings-1.com,ironclad-holdings-1.com,2024-05-20T07:41:00.131511
CON-V0LOXVCM,ACC-PLN5Q99W,Leo,Martin,Security Architect,Director,Decision_Influencer,leo.martin@ironclad-holdings-1.com,ironclad-holdings-1.com,2023-10-18T05:39:43.131511
CON-CEVQHLRR,ACC-3H9TTP5C,Isla,Thompson,Data Analyst,IC,User,isla.thompson@onyx-ai-1.com,onyx-ai-1.com,2024-02-22T09:44:20.131511
CON-089K82NT,ACC-3H9TTP5C,Morgan,Lee,IT Manager,Manager,Decision_Influencer,morgan.lee@onyx-ai-1.com,onyx-ai-1.com,2024-02-15T07:26:09.131511
CON-FAFBGHNB,ACC-3H9TTP5C,Avery,Wilson,Systems Admin,IC,User,avery.wilson@onyx-ai-1.com,onyx-ai-1.com,2024-01-25T04:39:58.131511
CON-RMHTDIAC,ACC-3H9TTP5C,Omar,Khan,Sales Ops Manager,Manager,User,omar.khan@onyx-ai-1.com,onyx-ai-1.com,2024-05-26T00:08:36.131511
CON-2RHZBQYN,ACC-5S9ZORNK,Jack,Lopez,Systems Admin,IC,User,jack.lopez@clearview-retail-1.com,clearview-retail-1.com,2023-02-05T14:55:15.131511
